Nome;Partido;UF;Tipo_de_Despesa;Valor
AFONSO MOTTA;PDT;RS;EMISSÃO BILHETE AÉREO;R$  48390,03
AFONSO MOTTA;PDT;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  40860,75
AFONSO MOTTA;PDT;RS;TELEFONIA;R$  12766,35
AFONSO MOTTA;PDT;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  6336,13
AFONSO MOTTA;PDT;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  6316,73
AFONSO MOTTA;PDT;RS;SERVIÇOS POSTAIS;R$  4816,43
AFONSO MOTTA;PDT;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  3709
AFONSO MOTTA;PDT;RS;Total;R$  331045,24
TONINHO WANDSCHEER;PROS;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  118000
TONINHO WANDSCHEER;PROS;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  57485,02
TONINHO WANDSCHEER;PROS;PR;EMISSÃO BILHETE AÉREO;R$  50537,26
TONINHO WANDSCHEER;PROS;PR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  39600
TONINHO WANDSCHEER;PROS;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  25200
TONINHO WANDSCHEER;PROS;PR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  19516,82
TONINHO WANDSCHEER;PROS;PR;TELEFONIA;R$  11010,5
TONINHO WANDSCHEER;PROS;PR;PASSAGENS AÉREAS;R$  2665,45
TONINHO WANDSCHEER;PROS;PR;SERVIÇOS POSTAIS;R$  2313,14
TONINHO WANDSCHEER;PROS;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1994,2
TONINHO WANDSCHEER;PROS;PR;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  1553,05
TONINHO WANDSCHEER;PROS;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  727,2
TONINHO WANDSCHEER;PROS;PR;Total;R$  330602,64
NIVALDO ALBUQUERQUE;PTB;AL;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  246000
NIVALDO ALBUQUERQUE;PTB;AL;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  42842,95
NIVALDO ALBUQUERQUE;PTB;AL;EMISSÃO BILHETE AÉREO;R$  37820,25
NIVALDO ALBUQUERQUE;PTB;AL;TELEFONIA;R$  3494,08
NIVALDO ALBUQUERQUE;PTB;AL;SERVIÇOS POSTAIS;R$  319,25
NIVALDO ALBUQUERQUE;PTB;AL;Total;R$  330476,53
OLIVAL MARQUES;DEM;PA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  93500
OLIVAL MARQUES;DEM;PA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  56890
OLIVAL MARQUES;DEM;PA;EMISSÃO BILHETE AÉREO;R$  49629,59
OLIVAL MARQUES;DEM;PA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  49158,57
OLIVAL MARQUES;DEM;PA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  44204
OLIVAL MARQUES;DEM;PA;LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES;R$  17700
OLIVAL MARQUES;DEM;PA;LOCAÇÃO OU FRETAMENTO DE AERONAVES;R$  16000
OLIVAL MARQUES;DEM;PA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1463,36
OLIVAL MARQUES;DEM;PA;SERVIÇOS POSTAIS;R$  1343,15
OLIVAL MARQUES;DEM;PA;TELEFONIA;R$  545,14
OLIVAL MARQUES;DEM;PA;Total;R$  330433,81
DOMINGOS NETO;PSD;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  222000
DOMINGOS NETO;PSD;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  54000
DOMINGOS NETO;PSD;CE;EMISSÃO BILHETE AÉREO;R$  53563,98
DOMINGOS NETO;PSD;CE;TELEFONIA;R$  510,94
DOMINGOS NETO;PSD;CE;SERVIÇOS POSTAIS;R$  53,19
DOMINGOS NETO;PSD;CE;Total;R$  330128,11
NICOLETTI;PSL;RR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  129630
NICOLETTI;PSL;RR;EMISSÃO BILHETE AÉREO;R$  71369,41
NICOLETTI;PSL;RR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  66800
NICOLETTI;PSL;RR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  28591,19
NICOLETTI;PSL;RR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  22180,55
NICOLETTI;PSL;RR;TELEFONIA;R$  4970
NICOLETTI;PSL;RR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  3775,83
NICOLETTI;PSL;RR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1393,08
NICOLETTI;PSL;RR;ASSINATURA DE PUBLICAÇÕES;R$  885
NICOLETTI;PSL;RR;SERVIÇOS POSTAIS;R$  118,27
NICOLETTI;PSL;RR;Total;R$  329713,33
GIL CUTRIM;PDT;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  97500
GIL CUTRIM;PDT;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  86300
GIL CUTRIM;PDT;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  80000
GIL CUTRIM;PDT;MA;EMISSÃO BILHETE AÉREO;R$  21649,99
GIL CUTRIM;PDT;MA;PASSAGENS AÉREAS;R$  13055,37
GIL CUTRIM;PDT;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  11015,46
GIL CUTRIM;PDT;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  9089,7
GIL CUTRIM;PDT;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  7283,58
GIL CUTRIM;PDT;MA;TELEFONIA;R$  977,05
GIL CUTRIM;PDT;MA;SERVIÇOS POSTAIS;R$  882,56
GIL CUTRIM;PDT;MA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  822,9
GIL CUTRIM;PDT;MA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  573,51
GIL CUTRIM;PDT;MA;Total;R$  329150,12
FABIO SCHIOCHET;PSL;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  91000
FABIO SCHIOCHET;PSL;SC;EMISSÃO BILHETE AÉREO;R$  70380,61
FABIO SCHIOCHET;PSL;SC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  63100
FABIO SCHIOCHET;PSL;SC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  37536,28
FABIO SCHIOCHET;PSL;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  28039,74
FABIO SCHIOCHET;PSL;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  18750
FABIO SCHIOCHET;PSL;SC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  8615,9
FABIO SCHIOCHET;PSL;SC;TELEFONIA;R$  5670,53
FABIO SCHIOCHET;PSL;SC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2802,6
FABIO SCHIOCHET;PSL;SC;SERVIÇOS POSTAIS;R$  2716,64
FABIO SCHIOCHET;PSL;SC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  407,43
FABIO SCHIOCHET;PSL;SC;Total;R$  329019,73
MARCELO RAMOS;PL;AM;PASSAGENS AÉREAS;R$  114095,03
MARCELO RAMOS;PL;AM;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  72081,44
MARCELO RAMOS;PL;AM;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  50737
MARCELO RAMOS;PL;AM;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  45133,56
MARCELO RAMOS;PL;AM;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  28316,78
MARCELO RAMOS;PL;AM;COMBUSTÍVEIS E LUBRIFICANTES.;R$  14557,41
MARCELO RAMOS;PL;AM;ASSINATURA DE PUBLICAÇÕES;R$  2160
MARCELO RAMOS;PL;AM;TELEFONIA;R$  1556,03
MARCELO RAMOS;PL;AM;SERVIÇOS POSTAIS;R$  314,07
MARCELO RAMOS;PL;AM;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  60
MARCELO RAMOS;PL;AM;Total;R$  329011,32
WILSON SANTIAGO;PTB;PB;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  121000
WILSON SANTIAGO;PTB;PB;PASSAGENS AÉREAS;R$  53146,92
WILSON SANTIAGO;PTB;PB;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  37500
WILSON SANTIAGO;PTB;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  35400
WILSON SANTIAGO;PTB;PB;LOCAÇÃO OU FRETAMENTO DE AERONAVES;R$  31650
WILSON SANTIAGO;PTB;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  28677,2
WILSON SANTIAGO;PTB;PB;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  9112,64
WILSON SANTIAGO;PTB;PB;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  7996,37
WILSON SANTIAGO;PTB;PB;EMISSÃO BILHETE AÉREO;R$  2222,06
WILSON SANTIAGO;PTB;PB;SERVIÇOS POSTAIS;R$  703,53
WILSON SANTIAGO;PTB;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  699
WILSON SANTIAGO;PTB;PB;TELEFONIA;R$  357,47
WILSON SANTIAGO;PTB;PB;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  172
WILSON SANTIAGO;PTB;PB;Total;R$  328637,19
BETO PEREIRA;PSDB;MS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  105280
BETO PEREIRA;PSDB;MS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  89065
BETO PEREIRA;PSDB;MS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  39495,24
BETO PEREIRA;PSDB;MS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  26962,96
BETO PEREIRA;PSDB;MS;EMISSÃO BILHETE AÉREO;R$  26837,14
BETO PEREIRA;PSDB;MS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  24000
BETO PEREIRA;PSDB;MS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  6805,43
BETO PEREIRA;PSDB;MS;TELEFONIA;R$  4465,36
BETO PEREIRA;PSDB;MS;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  2168
BETO PEREIRA;PSDB;MS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1990,83
BETO PEREIRA;PSDB;MS;PASSAGENS AÉREAS;R$  619,05
BETO PEREIRA;PSDB;MS;SERVIÇOS POSTAIS;R$  491
BETO PEREIRA;PSDB;MS;Total;R$  328180,01
JOÃO MARCELO SOUZA;MDB;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  99600
JOÃO MARCELO SOUZA;MDB;MA;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  56000
JOÃO MARCELO SOUZA;MDB;MA;EMISSÃO BILHETE AÉREO;R$  49767,65
JOÃO MARCELO SOUZA;MDB;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  44000
JOÃO MARCELO SOUZA;MDB;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  30000
JOÃO MARCELO SOUZA;MDB;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  24238,13
JOÃO MARCELO SOUZA;MDB;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  5642,57
JOÃO MARCELO SOUZA;MDB;MA;TELEFONIA;R$  4946,27
JOÃO MARCELO SOUZA;MDB;MA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  4560,75
JOÃO MARCELO SOUZA;MDB;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  3738,54
JOÃO MARCELO SOUZA;MDB;MA;SERVIÇOS POSTAIS;R$  2937,32
JOÃO MARCELO SOUZA;MDB;MA;ASSINATURA DE PUBLICAÇÕES;R$  2322,18
JOÃO MARCELO SOUZA;MDB;MA;Total;R$  327753,41
LUIZ CARLOS;PSDB;AP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  93000
LUIZ CARLOS;PSDB;AP;EMISSÃO BILHETE AÉREO;R$  63776,23
LUIZ CARLOS;PSDB;AP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  54965,19
LUIZ CARLOS;PSDB;AP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  40000
LUIZ CARLOS;PSDB;AP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  37800
LUIZ CARLOS;PSDB;AP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  27529,48
LUIZ CARLOS;PSDB;AP;LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES;R$  8000
LUIZ CARLOS;PSDB;AP;TELEFONIA;R$  2561,67
LUIZ CARLOS;PSDB;AP;Total;R$  327632,57
JULIAN LEMOS;PSL;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  117800
JULIAN LEMOS;PSL;PB;EMISSÃO BILHETE AÉREO;R$  75989,18
JULIAN LEMOS;PSL;PB;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  51000
JULIAN LEMOS;PSL;PB;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  36600
JULIAN LEMOS;PSL;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  31197
JULIAN LEMOS;PSL;PB;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  4287,06
JULIAN LEMOS;PSL;PB;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  3646,44
JULIAN LEMOS;PSL;PB;SERVIÇOS POSTAIS;R$  2458,83
JULIAN LEMOS;PSL;PB;PASSAGENS AÉREAS;R$  1699,46
JULIAN LEMOS;PSL;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  932,5
JULIAN LEMOS;PSL;PB;TELEFONIA;R$  212,11
JULIAN LEMOS;PSL;PB;Total;R$  325822,58
CLEBER VERDE;REPUBLICANOS;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  160800
CLEBER VERDE;REPUBLICANOS;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  72000
CLEBER VERDE;REPUBLICANOS;MA;EMISSÃO BILHETE AÉREO;R$  45199,78
CLEBER VERDE;REPUBLICANOS;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  27021,8
CLEBER VERDE;REPUBLICANOS;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  13492,51
CLEBER VERDE;REPUBLICANOS;MA;TELEFONIA;R$  6145,79
CLEBER VERDE;REPUBLICANOS;MA;SERVIÇOS POSTAIS;R$  793,52
CLEBER VERDE;REPUBLICANOS;MA;Total;R$  325453,4
FLÁVIO NOGUEIRA;PDT;PI;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  96000
FLÁVIO NOGUEIRA;PDT;PI;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  56949,73
FLÁVIO NOGUEIRA;PDT;PI;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  52500
FLÁVIO NOGUEIRA;PDT;PI;EMISSÃO BILHETE AÉREO;R$  38878,4
FLÁVIO NOGUEIRA;PDT;PI;COMBUSTÍVEIS E LUBRIFICANTES.;R$  34826
FLÁVIO NOGUEIRA;PDT;PI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  32404,92
FLÁVIO NOGUEIRA;PDT;PI;PASSAGENS AÉREAS;R$  5050,96
FLÁVIO NOGUEIRA;PDT;PI;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2824,5
FLÁVIO NOGUEIRA;PDT;PI;TELEFONIA;R$  2748,43
FLÁVIO NOGUEIRA;PDT;PI;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1388,1
FLÁVIO NOGUEIRA;PDT;PI;SERVIÇOS POSTAIS;R$  265,36
FLÁVIO NOGUEIRA;PDT;PI;ASSINATURA DE PUBLICAÇÕES;R$  237,8
FLÁVIO NOGUEIRA;PDT;PI;Total;R$  324074,2
FÉLIX MENDONÇA JÚNIOR;PDT;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  141000
FÉLIX MENDONÇA JÚNIOR;PDT;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  58811,81
FÉLIX MENDONÇA JÚNIOR;PDT;BA;EMISSÃO BILHETE AÉREO;R$  52596,77
FÉLIX MENDONÇA JÚNIOR;PDT;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  38273,36
FÉLIX MENDONÇA JÚNIOR;PDT;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  15415,12
FÉLIX MENDONÇA JÚNIOR;PDT;BA;TELEFONIA;R$  10457,38
FÉLIX MENDONÇA JÚNIOR;PDT;BA;SERVIÇOS POSTAIS;R$  6365,57
FÉLIX MENDONÇA JÚNIOR;PDT;BA;PASSAGENS AÉREAS;R$  426,98
FÉLIX MENDONÇA JÚNIOR;PDT;BA;Total;R$  323346,99
MARX BELTRÃO;PSD;AL;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  227800
MARX BELTRÃO;PSD;AL;EMISSÃO BILHETE AÉREO;R$  72713,82
MARX BELTRÃO;PSD;AL;COMBUSTÍVEIS E LUBRIFICANTES.;R$  21333,01
MARX BELTRÃO;PSD;AL;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  497
MARX BELTRÃO;PSD;AL;TELEFONIA;R$  350,98
MARX BELTRÃO;PSD;AL;SERVIÇOS POSTAIS;R$  347,37
MARX BELTRÃO;PSD;AL;Total;R$  323042,18
BACELAR;PODE;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  119200
BACELAR;PODE;BA;EMISSÃO BILHETE AÉREO;R$  73059,48
BACELAR;PODE;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  58410,75
BACELAR;PODE;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  29450
BACELAR;PODE;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  16800
BACELAR;PODE;BA;TELEFONIA;R$  14664,38
BACELAR;PODE;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  8308,04
BACELAR;PODE;BA;SERVIÇOS POSTAIS;R$  2401,63
BACELAR;PODE;BA;Total;R$  322294,28
DANIEL ALMEIDA;PCdoB;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  103515
DANIEL ALMEIDA;PCdoB;BA;EMISSÃO BILHETE AÉREO;R$  83516,77
DANIEL ALMEIDA;PCdoB;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  41700
DANIEL ALMEIDA;PCdoB;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  38680,52
DANIEL ALMEIDA;PCdoB;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  35997,17
DANIEL ALMEIDA;PCdoB;BA;TELEFONIA;R$  11285,59
DANIEL ALMEIDA;PCdoB;BA;SERVIÇOS POSTAIS;R$  3992,69
DANIEL ALMEIDA;PCdoB;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  3013,75
DANIEL ALMEIDA;PCdoB;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  515,2
DANIEL ALMEIDA;PCdoB;BA;Total;R$  322216,69
LUIZIANNE LINS;PT;CE;EMISSÃO BILHETE AÉREO;R$  105339,56
LUIZIANNE LINS;PT;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  84680
LUIZIANNE LINS;PT;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  41700
LUIZIANNE LINS;PT;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  29963,97
LUIZIANNE LINS;PT;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  22790
LUIZIANNE LINS;PT;CE;TELEFONIA;R$  10628,78
LUIZIANNE LINS;PT;CE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  9507,35
LUIZIANNE LINS;PT;CE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  8104,13
LUIZIANNE LINS;PT;CE;PASSAGENS AÉREAS;R$  2899,8
LUIZIANNE LINS;PT;CE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2411,7
LUIZIANNE LINS;PT;CE;ASSINATURA DE PUBLICAÇÕES;R$  1798,16
LUIZIANNE LINS;PT;CE;SERVIÇOS POSTAIS;R$  1567,13
LUIZIANNE LINS;PT;CE;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  551,79
LUIZIANNE LINS;PT;CE;Total;R$  321942,37
SILAS CÂMARA;REPUBLICANOS;AM;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  222788,57
SILAS CÂMARA;REPUBLICANOS;AM;LOCAÇÃO OU FRETAMENTO DE AERONAVES;R$  46500
SILAS CÂMARA;REPUBLICANOS;AM;EMISSÃO BILHETE AÉREO;R$  45361,96
SILAS CÂMARA;REPUBLICANOS;AM;TELEFONIA;R$  5912,93
SILAS CÂMARA;REPUBLICANOS;AM;SERVIÇOS POSTAIS;R$  888
SILAS CÂMARA;REPUBLICANOS;AM;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  394
SILAS CÂMARA;REPUBLICANOS;AM;Total;R$  321845,46
ALAN RICK;DEM;AC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  110400
ALAN RICK;DEM;AC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  61000
ALAN RICK;DEM;AC;EMISSÃO BILHETE AÉREO;R$  51499,22
ALAN RICK;DEM;AC;COMBUSTÍVEIS E LUBRIFICANTES.;R$  36589,67
ALAN RICK;DEM;AC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  35058,33
ALAN RICK;DEM;AC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  18224,12
ALAN RICK;DEM;AC;TELEFONIA;R$  3398,64
ALAN RICK;DEM;AC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2538,01
ALAN RICK;DEM;AC;PASSAGENS AÉREAS;R$  1440,38
ALAN RICK;DEM;AC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  841,68
ALAN RICK;DEM;AC;SERVIÇOS POSTAIS;R$  499,94
ALAN RICK;DEM;AC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  63,53
ALAN RICK;DEM;AC;Total;R$  321553,52
WELLINGTON ROBERTO;PL;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  229400
WELLINGTON ROBERTO;PL;PB;EMISSÃO BILHETE AÉREO;R$  61506,43
WELLINGTON ROBERTO;PL;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  9150,72
WELLINGTON ROBERTO;PL;PB;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  8000
WELLINGTON ROBERTO;PL;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  4598,6
WELLINGTON ROBERTO;PL;PB;SERVIÇOS POSTAIS;R$  3748
WELLINGTON ROBERTO;PL;PB;TELEFONIA;R$  3305,66
WELLINGTON ROBERTO;PL;PB;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1118,1
WELLINGTON ROBERTO;PL;PB;PASSAGENS AÉREAS;R$  424,11
WELLINGTON ROBERTO;PL;PB;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  267,89
WELLINGTON ROBERTO;PL;PB;Total;R$  321519,51
VAIDON OLIVEIRA;PROS;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  90000
VAIDON OLIVEIRA;PROS;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  67500
VAIDON OLIVEIRA;PROS;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  65600
VAIDON OLIVEIRA;PROS;CE;EMISSÃO BILHETE AÉREO;R$  49700,71
VAIDON OLIVEIRA;PROS;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  27012,41
VAIDON OLIVEIRA;PROS;CE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  15617,09
VAIDON OLIVEIRA;PROS;CE;TELEFONIA;R$  4796,93
VAIDON OLIVEIRA;PROS;CE;Total;R$  320227,14
TADEU ALENCAR;PSB;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  77000
TADEU ALENCAR;PSB;PE;EMISSÃO BILHETE AÉREO;R$  68515,32
TADEU ALENCAR;PSB;PE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  55263,61
TADEU ALENCAR;PSB;PE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  35000
TADEU ALENCAR;PSB;PE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  24592,16
